Index,Index SubSeries,Source,GSE,Single Cell,Paired,Hand Processed,Mix bulk,Wanna understand better,Sample source name ch1,Cell Cycle,Cell Cycle Subtype,,Comment,% of zeros in data,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,,Phase Correlation,Cell count,Non zero genes count,Year,Sample organism ch1,Sample source name ch1,Sample status,Sample instrument model,Sample data processing,Sample extract protocol ch1,Sample library selection,Sample library source,Sample library strategy,Sample molecule ch1,Sample platform id,Sample submission date,Sample last update date,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,Phase Correlation,Shorthand,DOI,Authors,Journal,Title,Date,bioRxiv DOI,Reported cells total,Organism,Tissue,Technique,Data location,Panel size,Measurement,Cell source,Disease,Contrasts,Developmental stage,Number of reported cell types or clusters,Cell clustering,Pseudotime,RNA Velocity,PCA,tSNE,H5AD location,Isolation,BC --> Cell ID _OR_ BC --> Cluster ID,Number individuals
457,152,ARCHS4v_,GSE115628,,,,,,Cortical Neurons,G0,Some cells further from G0 than typical,,,84.23,0,0,0,0,,0.7,293,17581,2018,Mus musculus,Cortical Neurons,Public on Jun 12 2018,Illumina HiSeq 2500,aligned to UCSC mm10 avec TopHat v. 2.0.11Xx-xXnumber of reads per feature counted with Htseq v.0.6,Fluidigm C1 in-chip extracionXx-xXNextera XT,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Jun 11 2018,Jun 12 2018,0,0,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,153,ARCHS4v_,GSE109742Xx-xXGSE115125,,,,,,spleen,G0,,,,90.33,0,1,1,0,,0.49,293,14215,2018,Mus musculus,spleen,Public on May 31 2018,Illumina NextSeq 500,fastq quality read filtering (>80% with Sanger Q>20)Xx-xXcell barcode demultiplexing (custom script,Spleen were mechanically dissociated and muscle were digested with collagenase/dispase to single ce,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,May 30 2018,May 31 2018,0,1,1,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,154,ARCHS4v_,GSE89405,,,,,,CD8+ T cell,Strange,Blob 3-8,,,65.92,1,1,1,1,,0.66,292,28553,2016,Mus musculus,CD8+ T cell,Public on Feb 20 2017,Illumina HiSeq 2500,Basecalls performed using CASAVA version 1.4Xx-xXChIP-seq reads were aligned to the mm10 genome ass,The C1Single-Cell Auto Prep System (Fluidigm) was used to perform whole transcriptome amplificati,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Nov 01 2016,Feb 20 2017,1,1,1,1,0.66,Kakaradov et al NImmunology,10.1038/ni.3688,"Boyko Kakaradov, Janilyn Arsenio, Christella E Widjaja, Zhaoren He, Stefan Aigner, Patrick J Metz, Bingfei Yu, Ellen J Wehrens, Justine Lopez, Stephanie H Kim, Elina I Zuniga, Ananda W Goldrath, John T Chang, Gene W Yeo",Nat Immunol,Early transcriptional and epigenetic regulation of CD8+ T cell differentiation revealed by single-cell RNA sequencing,20170221,-,304,Mouse,,SMARTer (C1),GSE89405,,RNA-seq,,,,,,,,,,,,,,
460,155,ARCHS4v_,GSE116708Xx-xXGSE116712,,,,,,CASIN treated LT-HSC sorted from aged mouse (daughter cell),Strange,Blob 3-8,,,66.17,1,1,1,0,,0.65,291,21403,2018,Mus musculus,CASIN treated LT-HSC sorted from aged mouse (daughter cell),Public on Dec 04 2018,Illumina HiSeq 2500,Standard Illumina software used for basecalling and demultiplexingXx-xXSequenced reads were trimmed,"For single cell transcriptome profiling, SMART-Seq v4 Ultra Low Input RNA kit from Clontech (Catalo",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Jul 06 2018,Dec 04 2018,1,1,1,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,156,ARCHS4v_,GSE139923,,,,,,Brain,G0,range bigger than typical ,,,81.62,1,1,1,0,,0.76,290,25202,2019,Mus musculus,Brain,Public on Nov 06 2019,Illumina HiSeq 2500,"Image analysis and base calling were performed using Illumina real time analysis v1.18 software, fo","For Connect-seq experiments,  single cell cDNA libraries were prepared using SMART-seq2 protocol, a",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Nov 05 2019,Nov 07 2019,1,1,1,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,157,ARCHS4v_,GSE86028Xx-xXGSE86042,,,,,,Mus musculus CD8 TILs,Flatten,,,,81.31,0,0,0,0,,0.91,287,22365,2016,Mus musculus,Mus musculus CD8 TILs,Public on Sep 07 2016,Illumina NextSeq 500,Reads were aligned to a reference genome (mm10 Ensembl) using BowtieXx-xXExpression levels were qua,TILs were isolated by dissociating tumor tissue in the presence of collagenase D (2.5 mg/ml) for 20,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Aug 24 2016,Oct 11 2016,0,0,0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,158,ARCHS4v_,GSE85534,,,,,,colon cells,Flatten,0.5-3.5,,,86.51,1,1,1,1,,0.92,286,17912,2016,Mus musculus,colon cells,Public on Feb 13 2017,Illumina HiSeq 2500,Illumina Real-Time Analysis (RTA) 1.18.66.3 software used for basecalling.Xx-xXSequenced reads were,"For single cell analysis, cryopreserved cells were rapidly thawed in a water bath in continuous agi",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Nov 28 2016,Feb 13 2017,1,1,1,1,0.92,Guillaumet-Adkins et al GB,10.1186/s13059-017-1171-9,"Amy Guillaumet-Adkins, Gustavo Rodríguez-Esteban, Elisabetta Mereu, Maria Mendez-Lago, Diego A. Jaitin, Alberto Villanueva, August Vidal, Alex Martinez-Marti, Enriqueta Felip, Ana Vivancos, Hadas Keren-Shaul, Simon Heath, Marta Gut, Ido Amit, Ivo Gut, Holger Heyn",Genome Biol,Single-cell transcriptome conservation in cryopreserved cells and tissues,20170301,-,"1,486","Human, Dog, Mouse","Culture, Colon, Blood",Smart-seq2,GSE85534,,RNA-seq,"Colon, HEK293, K562, MDCK, NIH3T3, PBMCs, PDOX",,Cryo vs Fresh,,,,,,,,,,,
464,159,ARCHS4v_,GSE71794Xx-xXGSE71796,,,,,,ESC,Flatten,,,,75.85,0,0,0,0,,0.94,285,23225,2015,Mus musculus,ESC,Public on Dec 21 2016,Illumina HiSeq 2500,Alignment to transcriptome with HISAT 0.1.6.Xx-xXTranscript quantification using Salmon 0.3.2.Xx-xX,Described in paperXx-xXDescribed in paper,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Aug 06 2015,Dec 21 2016,0,0,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,160,ARCHS4v_,GSE79551,,,,,,hypothalamus,Bulk?,,,,31.52,0,0,0,0,,-0.15,282,28396,2016,Mus musculus,hypothalamus,Public on Mar 24 2016,Illumina HiSeq 2000,"FastQC read quality assessmentXx-xXAlignment to mm10 wirh GENCODE_M2 annotation, using STAR 2.3.1 w",Qiagen miRNAeasy kitXx-xXTruseq v3,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Mar 23 2016,Mar 24 2016,0,0,0,0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,161,ARCHS4v_,GSE87491Xx-xXGSE89207,,,,,,prostate tumor tissue,Bulk?,,,,32.84,0,0,0,0,,0.99,281,32181,2016,Mus musculus,prostate tumor tissue,Public on Jan 01 2017,Illumina HiSeq 2000,Basecalling performed by CASAVA-1.8.2Xx-xXThe 17 5'-most bases and the 3'-most base were trimmed fr,total RNA was extracted from snap frozen (TRAMP x J:DO) F1 bulk tumor samples using TRIzol Reagent,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Oct 26 2016,Jan 01 2017,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,162,ARCHS4v_,GSE75622Xx-xXGSE75902,,,,,,embryo,Strange,,,,56.35,0,0,0,0,,0.8,280,29164,2015,Mus musculus,embryo,Public on Dec 31 2015,Illumina HiSeq 2000,"Reads were aligned to mm10 RefSeq using Bowtie software in a sequencial manner first to rRNA, snRNA",Embryos were collected in 5ul of buffer TCL with 1% beta mercaptoethanol and frozen at -80C.Xx-xXsi,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Dec 10 2015,Dec 31 2015,0,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,163,ARCHS4v_,GSE108970,,,,,,Post-natal day 6 testis,Strange,,,,61.34,0,0,1,0,,-0.1,277,24031,2018,Mus musculus,Post-natal day 6 testis,Public on Nov 06 2018,Illumina HiSeq 2500,Illumina base-calling (PE100) and demultiplexing with BCL-2-FastqXx-xXPaired FASTQ files from each,Testes from 6-day postpartum (P6) mice were used to generate suspensions of cells following enzymat,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Jan 09 2018,Nov 06 2018,0,0,1,0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,164,ARCHS4v_,GSE103354,,,,,,WT Mouse airway (trachea) epithelial cells,G0,Very Few Exceptions,,,71.04,0,0,1,1,,0.63,275,26304,2017,Mus musculus,WT Mouse airway (trachea) epithelial cells,Public on Jul 30 2018,Illumina NextSeq 500,Full-length RNAseq (SMART-Seq2)Xx-xXTophatXx-xXBowtieXx-xXRSEMXx-xXPCA (prcomp in R)Xx-xXkNN-based,Smart-seq2 method described by Picelli et al. (Nature Protocols 2014)Xx-xXNextera XT DNA Library Pr,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Aug 31 2017,Jul 30 2018,0,0,1,1,0.63,Montoro et al Nature,10.1038/s41586-018-0393-7,"Daniel T. Montoro, Adam L. Haber, Moshe Biton, Vladimir Vinarsky, Brian Lin, Susan E. Birket, Feng Yuan, Sijia Chen, Hui Min Leung, Jorge Villoria, Noga Rogel, Grace Burgin, Alexander M. Tsankov, Avinash Waghray, Michal Slyper, Julia Waldman, Lan Nguyen, Danielle Dionne, Orit Rozenblatt-Rosen, Purushothama Rao Tata, Hongmei Mou, Manjunatha Shivaraju, Hermann Bihler, Martin Mense, Guillermo J. Tearney, Steven M. Rowe, John F. Engelhardt, Aviv Regev, Jayaraj Rajagopal",Nature,A revised airway epithelial hierarchy includes CFTR-expressing ionocytes,20180731,-,"73,759",Mouse,Trachea,Chromium & Smart-seq2,GSE103354,,RNA-seq,Trachea epithelial cells,,,,8,Yes,Yes,No,Yes,Yes,,,,
470,165,ARCHS4v_,GSE112033,,,,,,Mouse kidney,G0,,,,81.72,0,0,0,0,,0.8,275,18114,2018,Mus musculus,Mouse kidney,Public on Apr 24 2018,Illumina HiSeq 2500,The resulting sequencing reads were demultiplexed by index with a custom Python demultiplexing scri,Kidney dissociation protocol: Mice were euthanized and perfused with sterile PBS via the left ventr,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Mar 19 2018,Apr 24 2018,0,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,166,ARCHS4v_,GSE115350Xx-xXGSE115356,,,,,,Mouse thymus T-ALL cells,Flatten,,,,65.56,1,1,1,0,,0.92,274,21464,2018,Mus musculus,Mouse thymus T-ALL cells,Public on Nov 17 2018,Illumina HiSeq 4000,Basecalls performed using Illumina CASAVA version 1.8Xx-xXBarcode information in read2 of paired-en,"A modified Smart-seq2 protocol was applied for single-cell RNA-seq. Briefly, a single cell was sort",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Jun 05 2018,Nov 17 2018,1,1,1,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,167,ARCHS4v_,GSE128241,,,,,,K14-H2B::GFP +/+,TriangleNoHole,Something in the middle - triangle flatten kocherga,,,59.04,0,0,0,0,,0.67,274,22906,2019,Mus musculus,K14-H2B::GFP +/+,Public on May 31 2019,Illumina NextSeq 500,FASTQ files were pseudo-aligned to the mouse transcriptome (Gencode M18) using SalmonXx-xXTranscrip,Tissue was treated overnight at 4C in dispase. Epidermis was separated from dermis and dermis was d,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Mar 13 2019,May 31 2019,0,0,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,168,ARCHS4v_,GSE99989,,,,,,Untreated single cell,Flatten,,,,58.05,1,1,1,1,,0.88,273,23737,2017,Mus musculus,Untreated single cell,Public on Dec 21 2017,Illumina HiSeq 4000,Reads were preprocessed using FastQC and Cutadapt. Sequences were aligned to the Mus Musculus genom,Wild type and K14N-cateninER keratinocytes were cultured on 12 well plates in a ratio of 9:1 fo,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Jun 13 2017,Dec 21 2017,1,1,1,1,0.88,Ghahramani et al GBiology,10.1186/s13059-017-1384-y,"Arsham Ghahramani, Giacomo Donati, Nicholas M. Luscombe, Fiona M. Watt",Genome Biol,Epidermal Wnt signalling regulates transcriptome heterogeneity and proliferative fate in neighbouring cells,20180115,,254,Mouse,Skin,SMARTer (C1),GSE99989,,RNA-seq,Keratinocytes,,4OHT treatment vs Untreated,,5,Yes,Yes,No,No,Yes,,,,
474,169,ARCHS4v_,GSE67833,,,,,,Single cell in Subventricular zone,SemiOval,Very thin,,,68.36,1,1,1,1,,0.96,272,22300,2015,Mus musculus,Single cell in Subventricular zone,Public on Jul 31 2015,Illumina HiSeq 2000,"Basecalls performed using RTA 1.18.64Xx-xXBefore alignment, adapter sequences in raw reads were tri",Animals were sacrificed by cervical dislocation and their brains immediately placed on ice. The lat,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Apr 13 2015,Jul 31 2015,1,1,1,1,0.96,Llorens-Bobadilla et al CSC,10.1016/j.stem.2015.07.002,"Enric Llorens-Bobadilla, Sheng Zhao, Avni Baser, Gonzalo Saiz-Castro, Klara Zwadlo, Ana Martin-Villalba",Cell Stem Cell,Single-Cell Transcriptomics Reveals a Population of Dormant Neural Stem Cells that Become Activated upon Brain Injury,20150730,-,272,Mouse,,Smart-seq2,GSE67833,,RNA-seq,,,,,,,,,,,,,,
475,170,ARCHS4v_,GSE59739,,,,,,lumbar dorsal root ganglion,G0,,,,74.51,0,0,0,1,,0.67,271,20861,2014,Mus musculus,lumbar dorsal root ganglion,Public on Nov 24 2014,Illumina HiSeq 2000,Read quality filtering and barcode extraction: Every read marked as valid by the Illumina control s,Six lumbar DRGs (L4-L6) were dissected and dissociated using papain and collagenase/dispase followe,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jul 24 2014,Oct 27 2017,0,0,0,1,0.67,Usoskin et al NNeuroscience,10.1038/nn.3881,"Dmitry Usoskin, Alessandro Furlan, Saiful Islam, Hind Abdo, Peter Lönnerberg, Daohua Lou, Jens Hjerling-Leffler, Jesper Haeggström, Olga Kharchenko, Peter V Kharchenko, Sten Linnarsson, Patrik Ernfors",Nat Neurosci,Unbiased classification of sensory neuron types by large-scale single-cell RNA sequencing,20141124,-,799,Mouse,Brain,STRT-seq,GSE59739,,RNA-seq,Dorsal root ganglia,,,6-8 week old,5,Yes,,,Yes,No,,,,
476,171,ARCHS4v_,GSE95448Xx-xXGSE98131,,,,,,Mammary gland,Flatten,With Bend,,,78.07,1,1,1,0,,0.86,269,21749,2017,Mus musculus,Mammary gland,Public on Nov 20 2017,Illumina NextSeq 500,Reads were aligned to the mouse genome by Subread version 1.5.0Xx-xXRead counts were summarized by,Freshly sorted cells were submitted to a Fluidigm C1 System machine for single cell capture and cDN,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Feb 27 2017,Dec 19 2017,1,1,1,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,172,ARCHS4v_,GSE120629,,,,,,ventral midbrain,G0,Very Few Exceptions,,,78.76,0,0,0,0,,0.86,268,21868,2018,Mus musculus,ventral midbrain,Public on Feb 13 2019,Illumina HiSeq 2000,"Read processing was performed as described (Islam et al., Nat Methods. 2014 Feb;11(2):163-6), excep",The tissue pieces were dissociated using the Papain dissociation system (Worthington) following man,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Sep 28 2018,Feb 13 2019,0,0,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,173,ARCHS4v_,GSE99701,,,,,,Kidney,G0Strange,Strange range 3-7,,,64.82,1,1,1,0,,0.69,262,30252,2017,Mus musculus,Kidney,Public on Oct 31 2017,Illumina HiSeq 2500,Sequenced reads were mapped to Ensembl mouse gene set (GRCm38.p5) using STAR v2.5.1bXx-xXTranscript,"Cells at 500-700 cells/ul were loaded to C1 IFC, single cell was captured in each champer. After ce",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Jun 05 2017,Oct 31 2017,1,1,1,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,174,ARCHS4v_,GSE80232Xx-xXGSE81905,,,,,,"Mus musculus retina, P17",G0,,,,78.1,1,1,1,0,,0.59,260,22746,2016,Mus musculus,"Mus musculus retina, P17",Public on Aug 25 2016,Illumina NextSeq 500,Base calls performed using bcl2fastq2.15Xx-xXReads were aligned to a reference genome (mm10 Ensembl,Dissociated retina were FACS sorted into 96-well plates (single cells) and tubes (bulk libraries) c,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Apr 13 2016,Aug 25 2016,1,1,1,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,175,ARCHS4v_,GSE84892,,,,,,embryo,Strange,Blob in 6-6.5 range,,,55.34,0,0,1,0,,-0.18,256,23905,2016,Mus musculus,embryo,Public on Feb 14 2017,Illumina HiSeq 2000,"Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality seq",Cells were directly dispensed in lysis buffer and cDNA libraries were generated using Smart-seq2 as,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jul 27 2016,Feb 14 2017,0,0,1,0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,176,ARCHS4v_,GSE90693Xx-xXGSE90696,,,,,,cerebellum,Bulk?,,,,27.63,0,0,0,0,,0.71,256,29605,2016,Mus musculus,cerebellum,Public on Aug 28 2018,Illumina HiSeq 2000,Illumina Casava1.7 software used for basecalling.Xx-xXSequenced reads were trimmed for adaptor sequ,"Total RNA was isolated using miRNeasy kit, Qiagen following manufacture's protocolXx-xXRNA librarie",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Nov 30 2016,Aug 28 2018,0,0,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,177,ARCHS4v_,GSE99058,,,,,,Brain,G0,,,,78.48,0,0,0,0,,-0.05,250,20762,2017,Mus musculus,Brain,Public on Dec 06 2017,Illumina HiSeq 2000,RNA-seq reads were mapped to the mouse reference genome (mm10) using STAR (version STAR_2.4.2a) and,We used transgenic mouse reporter line (SM22-Cre;Rosa26-stop-tdTomato). We chosed to focus our effo,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,May 18 2017,Dec 06 2017,0,0,0,0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,178,ARCHS4v_,GSE60781Xx-xXGSE60783,,,,,,mouse bone marrow,Strange,,,,69.97,0,0,0,0,,0.42,249,20162,2014,Mus musculus,mouse bone marrow,Public on Jun 01 2015,Illumina HiSeq 2000,Reads were mapped against the MM9 reference genome using STAR with intronMotif option. The referenc,"magnetic bead enrichment, FACS sorting, IFC capture, on-chip lysis & rt-pcrXx-xXNextera_XT Kit (Ill",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Aug 26 2014,Jun 01 2015,0,0,0,0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,179,ARCHS4v_,GSE97941,,,,,,macrophage,G0,Very Few Exceptions,,,73.97,0,1,1,0,,0.75,244,21515,2017,Mus musculus,macrophage,Public on May 15 2017,Illumina HiSeq 2500,Illumina Casava 1.8.2 software used for basecalling.Xx-xXReads were decoded based on their barcodes,"Single islet cells were captured with C1 Integrated Fluidic Circuit. Cell lysing, reverse transcrip",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Apr 18 2017,May 15 2017,0,1,1,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,180,ARCHS4v_,GSE75975Xx-xXGSE116165,,,,,,Embryo,Strange,,,,65.04,0,0,1,0,,0.88,240,24041,2018,Mus musculus,Embryo,Public on Jun 25 2018,Illumina HiSeq 2500,Libraries were sequenced on the Illumina HiSeq platform using the default RTA analysis software.Xx-,Cells were sorted into 2.5ul RLT plus lysis buffer (QIAGEN) containing SUPERase-In (Ambion).Xx-xXSi,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Jun 22 2018,Jun 25 2018,0,0,1,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,181,ARCHS4v_,GSE110371,,,,,,Basal mammary cell,G0,Very Few Exceptions,,,68.37,0,0,1,0,,0.65,237,22806,2018,Mus musculus,Basal mammary cell,Public on Feb 09 2018,Illumina HiSeq 2500,"trimmomatic-0.35 was used for data trimming. Chop head 5bp of each read, slide the window with 4bp ",The sorted mammary basal or luminal cells re-suspended in FACS buffer (300-500 cells/L) were mixe,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Feb 08 2018,Feb 09 2018,0,0,1,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,182,ARCHS4v_,GSE100961Xx-xXGSE100963,,,,,,bone marrow-derived macrophages,Bulk?,,,,33.82,0,0,1,0,,0.97,237,25730,2017,Mus musculus,bone marrow-derived macrophages,Public on Oct 01 2017,Illumina HiSeq 2000,RNA-seq fastq files were aligned to the mouse genome using Tophat v1.3.3 with the following options,"total RNA was biochemically purified as previously described (Bhatt et al, Cell 2012). Cells were r",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jul 08 2017,Jan 23 2018,0,0,1,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,183,ARCHS4v_,GSE70713,,,,,,Embryo,Flatten,,,,58.24,0,1,0,0,,0.93,236,26026,2016,Mus musculus,Embryo,Public on Mar 27 2017,Illumina HiSeq 2500,Basecalls performed using CASAVA version 1.7Xx-xXSequences are aligned with tophat 2.0Xx-xXReads ma,"Embryos were collected in the M15 medium. One single embryo was used at a time, which was incubated",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Aug 15 2016,Mar 27 2017,0,1,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,184,ARCHS4v_,GSE102160Xx-xXGSE102163,,,,,,BMDM,Flatten,,,,74.74,0,0,1,0,,0.94,236,30278,2017,Mus musculus,BMDM,Public on Oct 07 2017,Illumina HiSeq 2500,"Libraries were sequenced on the Illumina HiSeq2500, paired-end sequencing R1- 15bp, R2- 35bp, Index",From each time-point cells were lifted from plates and sorted using fluorescence activated cell sor,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Aug 02 2017,Oct 07 2017,0,0,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,185,ARCHS4v_,GSE130812,,,,,,Thymus,Flatten,,,,73.8,0,0,0,0,,0.88,233,24809,2019,Mus musculus,Thymus,Public on Oct 16 2019,Illumina HiSeq 2500,"FASTQ files were mapped onto the mouse genome build GRCm38(mm10) with STAR (v2.4.0) (Dobin et al., ",NEBNext Ultra RNA,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,May 07 2019,Oct 16 2019,0,0,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,186,ARCHS4v_,GSE80168,,,,,,embryonic stem cells,Strange,Blob at 4.8-5.8,,,58.49,0,0,1,0,,0.65,232,22821,2016,Mus musculus,embryonic stem cells,Public on Mar 08 2017,Illumina HiSeq 1000,Reads were aligned and assigned to Gencode Mouse released M4 transcripts and genes by using RSEM ve,Fluidigm protocol (version PN 100-7168 G1)Xx-xXNextera XT DNA Sample Preparation kit,cDNA,transcriptomic,RNA-Seq,total RNA,GPL15103,Apr 12 2016,Mar 08 2017,0,0,1,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,187,ARCHS4v_,GSE79137,,,,,,Pax2 mutant Cap mesenchyme E13.5 cells,Flatten,May be with bit of fast cc,,,66.5,1,1,1,0,,0.79,231,20717,2016,Mus musculus,Pax2 mutant Cap mesenchyme E13.5 cells,Public on Mar 11 2017,Illumina HiSeq 2500,TopHat version April 2012 was used for base calling and Bam files were generatedXx-xXGeneSpring 12.,[Cell preparation protocol] Single cell suspension was made by proteolytic digestion and cells of i,cDNA,genomic,RNA-Seq,genomic DNA,GPL17021,Mar 11 2016,Mar 11 2017,1,1,1,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,188,ARCHS4v_,GSE109556,,,,,,P2 tdTom+ cells,G0,Very Few Exceptions,,,70.12,0,0,1,0,,0.84,230,19918,2018,Mus musculus,P2 tdTom+ cells,Public on Jan 25 2018,Illumina NextSeq 500,"Image analysis, intensity/extraction and correction, base calling and QC were done with NCS V1.4.1.","Brains were removed and region of interest (i.e. pallium or dorsal SVZ at E15 and P2, respectively)",cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Jan 24 2018,Jan 25 2018,0,0,1,0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,189,ARCHS4v_,GSE114713,,,,,,mTEChi,Flatten,,,,70.02,0,0,0,0,,0.91,227,24697,2018,Mus musculus,mTEChi,Public on Aug 28 2018,Illumina HiSeq 2500,QC was performed using FastQC and TrimmomaticXx-xXRNA-seq reads were aligned using HISAT (version 0,Thymic lobes were cleaned from fatty tissues and incubated with Liberase and DNaseI (Roche Diagnost,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,May 21 2018,Aug 28 2018,0,0,0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,190,ARCHS4v_,GSE122871,,,,,,mouse glioblastoma from cerebral cortex region,Flatten,,,,73.16,1,1,1,0,,0.89,227,25819,2018,Mus musculus,mouse glioblastoma from cerebral cortex region,Public on Apr 11 2019,Illumina HiSeq 4000,library strategy: Drop-seqXx-xXRaw sequence data was first filtered to remove all read pairs with a,"For single cell RNA-seq of tumor cells, the tumor tissues were digested by TryplE with collagenase ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Nov 23 2018,Apr 11 2019,1,1,1,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,191,ARCHS4v_,GSE110256,,,,,,Cerebral Cortex,Bulk?,,,,28.3,0,0,0,0,,-0.34,227,27912,2018,Mus musculus,Cerebral Cortex,Public on Sep 07 2018,Illumina HiSeq 2500,Sequenced by Illumina HiSeq 2500 at the McGill Innovation Centre.Xx-xXRNA-seq reads were alligned t,RNA was isolated from cortical cultures using the NucleoSpin RNA kit (Macherey-Nagel). Purity and c,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Feb 07 2018,Sep 07 2018,0,0,0,0,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,192,ARCHS4v_,GSE84324,,,,,,Pancreas,Oval,,,,62.74,0,0,1,0,,0.82,227,24747,2016,Mus musculus,Pancreas,Public on Mar 14 2018,Illumina HiSeq 2000,The sequencing reads were aligned to the Mus musculus genome (mm10) using TopHat (v2.1.0) with the,"Total RNA were isolated from about 4-6 X 10e4 sorted cells by RNeasy Micro Kit (Qiagen, 74004). mRN",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Jul 12 2016,Mar 14 2018,0,0,1,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
